Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,183.97999572753906,184.07000732421875,182.47999572753906,182.9199981689453,148.5802459716797,119636900
2014-01-03,183.22999572753906,183.60000610351562,182.6300048828125,182.88999938964844,148.55596923828125,81390600
2014-01-06,183.49000549316406,183.55999755859375,182.0800018310547,182.36000061035156,148.12539672851562,108028200
2014-01-07,183.08999633789062,183.7899932861328,182.9499969482422,183.47999572753906,149.03512573242188,86144200
2014-01-08,183.4499969482422,183.8300018310547,182.88999938964844,183.52000427246094,149.06761169433594,96582300
2014-01-09,184.11000061035156,184.1300048828125,182.8000030517578,183.63999938964844,149.16510009765625,90683400
2014-01-10,183.9499969482422,184.22000122070312,183.00999450683594,184.13999938964844,149.57122802734375,102026400
2014-01-13,183.6699981689453,184.17999267578125,181.33999633789062,181.69000244140625,147.58119201660156,149892000
2014-01-14,182.2899932861328,183.77000427246094,181.9499969482422,183.6699981689453,149.18946838378906,105016100
2014-01-15,184.10000610351562,184.94000244140625,183.7100067138672,184.66000366210938,149.99365234375,98525800
2014-01-16,184.27999877929688,184.66000366210938,183.8300018310547,184.4199981689453,149.7986602783203,72290600
2014-01-17,184.10000610351562,184.4499969482422,183.32000732421875,183.63999938964844,149.16510009765625,107848700
2014-01-21,184.6999969482422,184.77000427246094,183.0500030517578,184.17999267578125,149.6037139892578,88621200
2014-01-22,184.49000549316406,184.57000732421875,183.91000366210938,184.3000030517578,149.7012481689453,61270900
2014-01-23,183.3699951171875,183.39999389648438,181.82000732421875,182.7899932861328,148.4746551513672,132496900
2014-01-24,181.60000610351562,181.66000366210938,178.8300018310547,178.88999938964844,145.30682373046875,208677100
2014-01-27,179.05999755859375,179.52000427246094,177.1199951171875,178.00999450683594,144.59205627441406,180843100
2014-01-28,178.13999938964844,179.3000030517578,178.1199951171875,179.07000732421875,145.4530792236328,110463200
2014-01-29,177.5800018310547,178.5500030517578,176.8800048828125,177.35000610351562,144.0559539794922,216597300
2014-01-30,178.8300018310547,179.80999755859375,178.25999450683594,179.22999572753906,145.5830078125,118938100
2014-01-31,177.00999450683594,179.2899932861328,176.9199981689453,178.17999267578125,144.7301025390625,194677900
2014-02-03,177.97000122070312,178.3699951171875,173.8300018310547,174.1699981689453,141.47293090820312,254837100
2014-02-04,174.9499969482422,175.83999633789062,174.11000061035156,175.38999938964844,142.46389770507812,165012400
2014-02-05,174.77999877929688,175.55999755859375,173.7100067138672,175.1699981689453,142.28515625,164230500
2014-02-06,175.5800018310547,177.47999572753906,175.22000122070312,177.47999572753906,144.16152954101562,132877600
2014-02-07,178.30999755859375,179.8699951171875,177.72999572753906,179.67999267578125,145.94847106933594,170787200
2014-02-10,179.6999969482422,180.07000732421875,179.2100067138672,180.00999450683594,146.216552734375,92218800
2014-02-11,180.16000366210938,182.44000244140625,180.0399932861328,181.97999572753906,147.8167266845703,117814100
2014-02-12,182.25,182.8300018310547,181.7100067138672,182.07000732421875,147.88987731933594,94717700
2014-02-13,180.83999633789062,183.1999969482422,180.8300018310547,183.00999450683594,148.6533660888672,100542200
2014-02-14,182.83999633789062,184.36000061035156,182.6699981689453,184.02000427246094,149.4738006591797,96498400
2014-02-18,184.17999267578125,184.49000549316406,183.64999389648438,184.24000549316406,149.65245056152344,80460900
2014-02-19,183.75999450683594,184.9499969482422,182.8699951171875,183.02000427246094,148.66146850585938,126524300
2014-02-20,183.27000427246094,184.52000427246094,182.60000610351562,184.10000610351562,149.5387725830078,104998100
2014-02-21,184.4499969482422,184.88999938964844,183.8000030517578,183.88999938964844,149.3682098388672,118116400
2014-02-24,184.27999877929688,186.14999389648438,184.1999969482422,184.91000366210938,150.19664001464844,114063900
2014-02-25,185.05999755859375,185.58999633789062,184.22999572753906,184.83999633789062,150.13983154296875,117085000
2014-02-26,185.11000061035156,185.60000610351562,184.3300018310547,184.85000610351562,150.14794921875,98677200
2014-02-27,184.5800018310547,185.8699951171875,184.3699951171875,185.82000732421875,150.9358673095703,93880800
2014-02-28,185.7899932861328,187.14999389648438,185.0500030517578,186.2899932861328,151.31759643554688,150842000
2014-03-03,184.64999389648438,185.4499969482422,183.75,184.97999572753906,150.25352478027344,167748500
2014-03-04,186.7899932861328,187.97999572753906,186.75,187.5800018310547,152.36544799804688,167545900
2014-03-05,187.74000549316406,188.07000732421875,187.4499969482422,187.75,152.5034637451172,88376900
2014-03-06,188.2100067138672,188.61000061035156,187.77999877929688,188.17999267578125,152.85279846191406,82516500
2014-03-07,188.9600067138672,188.9600067138672,187.42999267578125,188.25999450683594,152.91775512695312,114513500
2014-03-10,187.97000122070312,188.22999572753906,187.0800018310547,188.16000366210938,152.8365478515625,74939200
2014-03-11,188.44000244140625,188.7100067138672,186.8000030517578,187.22999572753906,152.0811767578125,99009100
2014-03-12,186.32000732421875,187.35000610351562,185.89999389648438,187.27999877929688,152.1217498779297,104824400
2014-03-13,187.83999633789062,187.99000549316406,184.66000366210938,185.17999267578125,150.41598510742188,155014300
2014-03-14,184.85000610351562,185.8000030517578,184.44000244140625,184.66000366210938,149.99365234375,153919600
2014-03-17,185.58999633789062,186.77000427246094,185.50999450683594,186.3300018310547,151.35009765625,98359500
2014-03-18,186.7100067138672,187.91000366210938,186.50999450683594,187.66000366210938,152.43043518066406,101804600
2014-03-19,187.67999267578125,187.94000244140625,185.47000122070312,186.66000366210938,151.6180877685547,176267300
2014-03-20,186.25,187.88999938964844,185.9199981689453,187.75,152.5034637451172,117241000
2014-03-21,187.7100067138672,189.02000427246094,186.02999877929688,186.1999969482422,151.91207885742188,163128000
2014-03-24,186.83999633789062,187.07000732421875,184.6199951171875,185.42999267578125,151.2838134765625,121411000
2014-03-25,186.3699951171875,186.94000244140625,185.27000427246094,186.30999755859375,152.00181579589844,103852000
2014-03-26,187.0399932861328,187.33999633789062,184.9199981689453,184.97000122070312,150.90853881835938,119843000
2014-03-27,184.75,185.33999633789062,183.89999389648438,184.5800018310547,150.59031677246094,142383000
2014-03-28,185.11000061035156,186.4199981689453,185.0,185.49000549316406,151.33277893066406,101642000
2014-03-31,186.6699981689453,187.3000030517578,185.52000427246094,187.00999450683594,152.5728759765625,99745000
2014-04-01,187.6199951171875,188.36000061035156,187.0,188.25,153.58453369140625,89193000
2014-04-02,188.49000549316406,189.1300048828125,188.13999938964844,188.8800048828125,154.09848022460938,78774000
2014-04-03,189.1699981689453,189.22000122070312,188.0500030517578,188.6300048828125,153.89454650878906,77435000
2014-04-04,189.66000366210938,189.6999969482422,186.10000610351562,186.39999389648438,152.0751953125,169381000
2014-04-07,185.9499969482422,186.25999450683594,183.9600067138672,184.33999633789062,150.3945770263672,140803000
2014-04-08,184.25999450683594,185.39999389648438,183.58999633789062,185.10000610351562,151.01458740234375,112660000
2014-04-09,185.60000610351562,187.14999389648438,185.05999755859375,187.08999633789062,152.63816833496094,100254000
2014-04-10,187.0800018310547,187.1699981689453,182.92999267578125,183.16000366210938,149.43182373046875,172959000
2014-04-11,182.13999938964844,183.4199981689453,181.30999755859375,181.50999450683594,148.0856475830078,167251000
2014-04-14,182.92999267578125,183.3699951171875,181.44000244140625,182.94000244140625,149.2523651123047,132382000
2014-04-15,183.32000732421875,184.3300018310547,181.50999450683594,184.1999969482422,150.28033447265625,157093000
